"TIME","GEO","UNIT","SEX","AGE","Value","Flag and Footnotes"
"2020W10","Italy","Number","Total","From 80 to 84 years","2,642","p"
"2020W10","Italy","Number","Total","From 85 to 89 years","3,129","p"
"2020W10","Italy","Number","Total","90 years or over","3,790","p"
"2020W10","Cyprus","Number","Total","Total","114","p"
"2020W10","Cyprus","Number","Total","From 75 to 79 years","15","p"
"2020W10","Cyprus","Number","Total","From 80 to 84 years","20","p"
"2020W10","Cyprus","Number","Total","From 85 to 89 years","26","p"
"2020W10","Cyprus","Number","Total","90 years or over","21","p"
"2020W10","Latvia","Number","Total","Total","481","p"
"2020W10","Latvia","Number","Total","From 75 to 79 years","68","p"
"2020W10","Latvia","Number","Total","From 80 to 84 years","75","p"
"2020W10","Latvia","Number","Total","From 85 to 89 years","67","p"
"2020W10","Latvia","Number","Total","90 years or over","69","p"
"2020W10","Lithuania","Number","Total","Total","773","p"
"2020W10","Lithuania","Number","Total","From 75 to 79 years","87","p"
"2020W10","Lithuania","Number","Total","From 80 to 84 years","123","p"
"2020W10","Lithuania","Number","Total","From 85 to 89 years","127","p"
"2020W10","Lithuania","Number","Total","90 years or over","115","p"
"2020W10","Luxembourg","Number","Total","Total","91","p"
"2020W10","Luxembourg","Number","Total","From 75 to 79 years","11","p"
"2020W10","Luxembourg","Number","Total","From 80 to 84 years","14","p"
"2020W10","Luxembourg","Number","Total","From 85 to 89 years","15","p"
"2020W10","Luxembourg","Number","Total","90 years or over","18","p"
"2020W10","Hungary","Number","Total","Total","2,605","p"
"2020W10","Hungary","Number","Total","From 75 to 79 years","379","p"
"2020W10","Hungary","Number","Total","From 80 to 84 years","418","p"
"2020W10","Hungary","Number","Total","From 85 to 89 years","375","p"
"2020W10","Hungary","Number","Total","90 years or over","310","p"
"2020W10","Malta","Number","Total","Total","70","p"
"2020W10","Malta","Number","Total","From 75 to 79 years","12","p"
"2020W10","Malta","Number","Total","From 80 to 84 years","12","p"
"2020W10","Malta","Number","Total","From 85 to 89 years","14","p"
"2020W10","Malta","Number","Total","90 years or over","13","p"
"2020W10","Netherlands","Number","Total","Total","3,106","p"
"2020W10","Netherlands","Number","Total","From 75 to 79 years","366","p"
"2020W10","Netherlands","Number","Total","From 80 to 84 years","512","p"
"2020W10","Netherlands","Number","Total","From 85 to 89 years","573","p"
"2020W10","Netherlands","Number","Total","90 years or over","738","p"
"2020W10","Austria","Number","Total","Total","1,744","p"
"2020W10","Austria","Number","Total","From 75 to 79 years","239","p"
"2020W10","Austria","Number","Total","From 80 to 84 years","277","p"
"2020W10","Austria","Number","Total","From 85 to 89 years","313","p"
"2020W10","Austria","Number","Total","90 years or over","404","p"
"2020W10","Poland","Number","Total","Total","8,363","p"
"2020W10","Poland","Number","Total","From 75 to 79 years","833","p"
"2020W10","Poland","Number","Total","From 80 to 84 years","1,174","p"
"2020W10","Poland","Number","Total","From 85 to 89 years","1,271","p"
"2020W10","Poland","Number","Total","90 years or over","1,418","p"
"2020W10","Portugal","Number","Total","Total","2,174","p"
"2020W10","Portugal","Number","Total","From 75 to 79 years","246","p"
"2020W10","Portugal","Number","Total","From 80 to 84 years","376","p"
"2020W10","Portugal","Number","Total","From 85 to 89 years","455","p"
"2020W10","Portugal","Number","Total","90 years or over","491","p"
"2020W10","Romania","Number","Total","Total","5,166","p"
"2020W10","Romania","Number","Total","From 75 to 79 years","605","p"
"2020W10","Romania","Number","Total","From 80 to 84 years","991","p"
"2020W10","Romania","Number","Total","From 85 to 89 years","824","p"
"2020W10","Romania","Number","Total","90 years or over","543","p"
"2020W10","Slovenia","Number","Total","Total","422","p"
"2020W10","Slovenia","Number","Total","From 75 to 79 years","45","p"
"2020W10","Slovenia","Number","Total","From 80 to 84 years","73","p"
"2020W10","Slovenia","Number","Total","From 85 to 89 years","74","p"
"2020W10","Slovenia","Number","Total","90 years or over","92","p"
"2020W10","Slovakia","Number","Total","Total","1,130","p"
"2020W10","Slovakia","Number","Total","From 75 to 79 years","150","p"
"2020W10","Slovakia","Number","Total","From 80 to 84 years","169","p"
"2020W10","Slovakia","Number","Total","From 85 to 89 years","161","p"
"2020W10","Slovakia","Number","Total","90 years or over","120","p"
"2020W10","Finland","Number","Total","Total","1,106","p"
"2020W10","Finland","Number","Total","From 75 to 79 years","130","p"
"2020W10","Finland","Number","Total","From 80 to 84 years","193","p"
"2020W10","Finland","Number","Total","From 85 to 89 years","184","p"
"2020W10","Finland","Number","Total","90 years or over","257","p"
"2020W10","Sweden","Number","Total","Total","1,826","p"
"2020W10","Sweden","Number","Total","From 75 to 79 years","251","p"
"2020W10","Sweden","Number","Total","From 80 to 84 years","306","p"
"2020W10","Sweden","Number","Total","From 85 to 89 years","320","p"
"2020W10","Sweden","Number","Total","90 years or over","463","p"
"2020W10","United Kingdom","Number","Total","Total","12,395","p"
"2020W10","United Kingdom","Number","Total","From 75 to 79 years","1,535","p"
"2020W10","United Kingdom","Number","Total","From 80 to 84 years","2,051","p"
"2020W10","United Kingdom","Number","Total","From 85 to 89 years","2,233","p"
"2020W10","United Kingdom","Number","Total","90 years or over","2,623","p"
"2020W10","Iceland","Number","Total","Total","49","p"
"2020W10","Iceland","Number","Total","From 75 to 79 years","7","p"
"2020W10","Iceland","Number","Total","From 80 to 84 years","7","p"
"2020W10","Iceland","Number","Total","From 85 to 89 years","9","p"
"2020W10","Iceland","Number","Total","90 years or over","11","p"
"2020W10","Liechtenstein","Number","Total","Total","6","p"
"2020W10","Liechtenstein","Number","Total","From 75 to 79 years","1","p"
"2020W10","Liechtenstein","Number","Total","From 80 to 84 years","0","p"
"2020W10","Liechtenstein","Number","Total","From 85 to 89 years","2","p"
"2020W10","Liechtenstein","Number","Total","90 years or over","0","p"
"2020W10","Norway","Number","Total","Total","799","p"
"2020W10","Norway","Number","Total","From 75 to 79 years","84","p"
"2020W10","Norway","Number","Total","From 80 to 84 years","119","p"
"2020W10","Norway","Number","Total","From 85 to 89 years","139","p"
"2020W10","Norway","Number","Total","90 years or over","203","p"
"2020W10","Switzerland","Number","Total","Total","1,354","p"
"2020W10","Switzerland","Number","Total","From 75 to 79 years","158","p"
"2020W10","Switzerland","Number","Total","From 80 to 84 years","193","p"
"2020W10","Switzerland","Number","Total","From 85 to 89 years","261","p"
"2020W10","Switzerland","Number","Total","90 years or over","409","p"
"2020W10","Montenegro","Number","Total","Total","141","p"
"2020W10","Montenegro","Number","Total","From 75 to 79 years","17","p"
"2020W10","Montenegro","Number","Total","From 80 to 84 years","28","p"
"2020W10","Montenegro","Number","Total","From 85 to 89 years","21","p"
"2020W10","Montenegro","Number","Total","90 years or over","10","p"
"2020W10","Albania","Number","Total","Total","469","p"
"2020W10","Albania","Number","Total","From 75 to 79 years","63","p"
"2020W10","Albania","Number","Total","From 80 to 84 years","106","p"
"2020W10","Albania","Number","Total","From 85 to 89 years","81","p"
"2020W10","Albania","Number","Total","90 years or over","65","p"
"2020W10","Serbia","Number","Total","Total","2,030","p"
"2020W10","Serbia","Number","Total","From 75 to 79 years","303","p"
"2020W10","Serbia","Number","Total","From 80 to 84 years","391","p"
"2020W10","Serbia","Number","Total","From 85 to 89 years","326","p"
"2020W10","Serbia","Number","Total","90 years or over","162","p"
"2020W11","Belgium","Number","Total","Total","2,254","p"
"2020W11","Belgium","Number","Total","From 75 to 79 years","244","p"
"2020W11","Belgium","Number","Total","From 80 to 84 years","349","p"
"2020W11","Belgium","Number","Total","From 85 to 89 years","429","p"
"2020W11","Belgium","Number","Total","90 years or over","525","p"
"2020W11","Bulgaria","Number","Total","Total","2,075","p"
"2020W11","Bulgaria","Number","Total","From 75 to 79 years","289","p"
"2020W11","Bulgaria","Number","Total","From 80 to 84 years","328","p"
"2020W11","Bulgaria","Number","Total","From 85 to 89 years","330","p"
"2020W11","Bulgaria","Number","Total","90 years or over","204","p"
"2020W11","Czechia","Number","Total","Total","2,303","p"
"2020W11","Czechia","Number","Total","From 75 to 79 years","336","p"
"2020W11","Czechia","Number","Total","From 80 to 84 years","330","p"
"2020W11","Czechia","Number","Total","From 85 to 89 years","398","p"
"2020W11","Czechia","Number","Total","90 years or over","322","p"
"2020W11","Denmark","Number","Total","Total","1,066","p"
"2020W11","Denmark","Number","Total","From 75 to 79 years","169","p"
"2020W11","Denmark","Number","Total","From 80 to 84 years","157","p"
"2020W11","Denmark","Number","Total","From 85 to 89 years","170","p"
"2020W11","Denmark","Number","Total","90 years or over","184","p"
"2020W11","Germany (until 1990 former territory of the FRG)","Number","Total","Total","19,884","p"
"2020W11","Germany (until 1990 former territory of the FRG)","Number","Total","From 75 to 79 years",":",""
"2020W11","Germany (until 1990 former territory of the FRG)","Number","Total","From 80 to 84 years","3,970","p"
"2020W11","Germany (until 1990 former territory of the FRG)","Number","Total","From 85 to 89 years","3,556","p"
"2020W11","Germany (until 1990 former territory of the FRG)","Number","Total","90 years or over","4,091","p"
"2020W11","Estonia","Number","Total","Total","341","p"
"2020W11","Estonia","Number","Total","From 75 to 79 years","39","p"
"2020W11","Estonia","Number","Total","From 80 to 84 years","48","p"
"2020W11","Estonia","Number","Total","From 85 to 89 years","52","p"
"2020W11","Estonia","Number","Total","90 years or over","65","p"
"2020W11","Greece","Number","Total","Total","2,594","p"
"2020W11","Greece","Number","Total","From 75 to 79 years","263","p"
"2020W11","Greece","Number","Total","From 80 to 84 years","447","p"
"2020W11","Greece","Number","Total","From 85 to 89 years","628","p"
"2020W11","Greece","Number","Total","90 years or over","572","p"
"2020W11","Spain","Number","Total","Total","9,402","p"
"2020W11","Spain","Number","Total","From 75 to 79 years","1,009","p"
"2020W11","Spain","Number","Total","From 80 to 84 years","1,412","p"
"2020W11","Spain","Number","Total","From 85 to 89 years","2,059","p"
"2020W11","Spain","Number","Total","90 years or over","2,457","p"
"2020W11","France","Number","Total","Total","12,807","p"
"2020W11","France","Number","Total","From 75 to 79 years","1,068","p"
"2020W11","France","Number","Total","From 80 to 84 years","1,537","p"
"2020W11","France","Number","Total","From 85 to 89 years","2,356","p"
"2020W11","France","Number","Total","90 years or over","3,959","p"
"2020W11","Croatia","Number","Total","Total","1,083","p"
"2020W11","Croatia","Number","Total","From 75 to 79 years","149","p"
"2020W11","Croatia","Number","Total","From 80 to 84 years","184","p"
"2020W11","Croatia","Number","Total","From 85 to 89 years","203","p"
"2020W11","Croatia","Number","Total","90 years or over","134","p"
"2020W11","Italy","Number","Total","Total","18,188","p"
"2020W11","Italy","Number","Total","From 75 to 79 years","2,231","p"
"2020W11","Italy","Number","Total","From 80 to 84 years","3,412","p"
"2020W11","Italy","Number","Total","From 85 to 89 years","3,945","p"
"2020W11","Italy","Number","Total","90 years or over","4,511","p"
"2020W11","Cyprus","Number","Total","Total","126","p"
"2020W11","Cyprus","Number","Total","From 75 to 79 years","19","p"
"2020W11","Cyprus","Number","Total","From 80 to 84 years","25","p"
"2020W11","Cyprus","Number","Total","From 85 to 89 years","30","p"
"2020W11","Cyprus","Number","Total","90 years or over","16","p"
"2020W11","Latvia","Number","Total","Total","513","p"
"2020W11","Latvia","Number","Total","From 75 to 79 years","58","p"
"2020W11","Latvia","Number","Total","From 80 to 84 years","82","p"
"2020W11","Latvia","Number","Total","From 85 to 89 years","94","p"
"2020W11","Latvia","Number","Total","90 years or over","84","p"
"2020W11","Lithuania","Number","Total","Total","773","p"
"2020W11","Lithuania","Number","Total","From 75 to 79 years","94","p"
"2020W11","Lithuania","Number","Total","From 80 to 84 years","133","p"
"2020W11","Lithuania","Number","Total","From 85 to 89 years","118","p"
"2020W11","Lithuania","Number","Total","90 years or over","109","p"
"2020W11","Luxembourg","Number","Total","Total","91","p"
"2020W11","Luxembourg","Number","Total","From 75 to 79 years","7","p"
"2020W11","Luxembourg","Number","Total","From 80 to 84 years","14","p"
"2020W11","Luxembourg","Number","Total","From 85 to 89 years","19","p"
"2020W11","Luxembourg","Number","Total","90 years or over","15","p"
"2020W11","Hungary","Number","Total","Total","2,577","p"
"2020W11","Hungary","Number","Total","From 75 to 79 years","404","p"
"2020W11","Hungary","Number","Total","From 80 to 84 years","383","p"
"2020W11","Hungary","Number","Total","From 85 to 89 years","371","p"
"2020W11","Hungary","Number","Total","90 years or over","286","p"
"2020W11","Malta","Number","Total","Total","90","p"
"2020W11","Malta","Number","Total","From 75 to 79 years","12","p"
"2020W11","Malta","Number","Total","From 80 to 84 years","15","p"
"2020W11","Malta","Number","Total","From 85 to 89 years","18","p"
"2020W11","Malta","Number","Total","90 years or over","14","p"
"2020W11","Netherlands","Number","Total","Total","3,219","p"
"2020W11","Netherlands","Number","Total","From 75 to 79 years","401","p"
"2020W11","Netherlands","Number","Total","From 80 to 84 years","517","p"
"2020W11","Netherlands","Number","Total","From 85 to 89 years","646","p"
"2020W11","Netherlands","Number","Total","90 years or over","697","p"
"2020W11","Austria","Number","Total","Total","1,718","p"
"2020W11","Austria","Number","Total","From 75 to 79 years","239","p"
"2020W11","Austria","Number","Total","From 80 to 84 years","246","p"
"2020W11","Austria","Number","Total","From 85 to 89 years","295","p"
"2020W11","Austria","Number","Total","90 years or over","413","p"
"2020W11","Poland","Number","Total","Total","8,404","p"
